"","recid","ASVAB_gs","ASVAB_ar","ASVAB_wk","ASVAB_pc","ASVAB_no","ASVAB_cs","ASVAB_asi","ASVAB_mk","ASVAB_mc","ASVAB_ei","RSE1_1980","RSE2_1980","RES3_1980","RES4_1980","RES5_1980","RES6_1980","RES7_1980","RES8_1980","RES9_1980","RES10_1980","ROSENBERG_SCORE_1980","ROTTER_1A_1979","ROTTER_1B_1979","ROTTER_2A_1979","ROTTER_2B_1979","ROTTER_3A_1979","ROTTER_3B_1979","ROTTER_4A_1979","ROTTER_4B_1979","ROTTER_SCORE_1979","med","nsib","race","male","nuclear","urban","moth_age_birth","income","cross_sction","sex","fed","yob","ageASVAB","ageRES","ageROTTER","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"1793",5089,28,35,28,29,28,37,33,37,29,34,2,2,3,2,3,2,2,2,2,2,17,1,2,1,2,1,2,1,1,10,9,3,1,0,0,1,17,3.2085554599762,1,2,NA,1962,19,18,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"1794",5090,30,36,29,29,28,37,39,35,27,34,2,2,3,1,3,3,2,2,1,3,17,2,2,1,1,2,1,1,2,11,9,3,1,0,0,1,19,11.5857076644897,1,2,NA,1964,17,16,15,10,11,11,11,11,12,0,0,0,0,0,0,0,3
"1795",5091,38,50,43,59,57,57,37,60,33,34,1,2,4,2,3,2,2,3,3,2,21,2,2,1,1,1,1,2,1,6,12,1,3,0,1,1,16,56.8160552978516,1,2,16,1964,17,16,15,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1796",5092,48,47,51,59,52,47,49,48,50,44,1,1,4,1,4,2,1,4,4,3,28,1,2,2,1,1,2,2,2,10,12,2,3,1,1,1,19,65.9938812255859,1,1,12,1961,20,19,18,11,12,12,13,13,14,15,0,0,0,0,0,0,3
"1797",5093,52,54,54,53,58,54,48,58,50,51,1,1,4,1,4,1,1,4,4,4,30,1,1,1,1,1,1,2,1,4,12,2,3,1,1,1,21,18.938684463501,1,1,12,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"1798",5095,54,61,55,50,51,52,51,63,59,51,1,1,4,2,3,2,3,3,3,3,22,1,1,2,2,1,2,2,2,8,10,1,3,1,1,1,23,39.771240234375,1,1,14,1963,18,17,16,11,11,12,13,14,15,15,16,16,16,0,0,0,3
"1799",5096,56,55,55,53,50,34,42,57,53,56,1,1,4,1,4,2,2,3,2,3,24,1,1,1,2,1,2,1,2,8,10,1,3,0,1,1,21,38.6533317565918,1,2,15,1962,19,18,17,11,12,13,14,14,15,16,16,16,16,16,0,0,3
"1800",5097,46,50,42,50,52,57,64,55,63,60,1,1,4,1,4,1,1,4,4,3,29,1,2,1,1,1,1,2,2,6,12,1,3,1,1,1,20,60.0161590576172,1,1,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1801",5099,60,62,60,62,48,49,44,63,57,46,1,1,4,1,4,2,1,4,2,2,25,2,2,2,1,2,2,1,2,13,13,2,3,0,1,1,23,14.9535360336304,1,2,12,1963,18,17,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"1802",5100,58,53,59,56,54,54,46,54,57,58,2,1,4,2,4,1,2,4,2,3,24,1,2,1,1,1,2,1,2,8,16,2,3,0,1,1,42,36.824577331543,1,2,NA,1961,20,19,18,12,12,12,12,12,12,12,12,12,12,12,12,12,3
"1803",5103,50,45,54,53,62,62,44,48,50,51,2,2,4,2,3,2,2,2,3,3,20,2,1,1,1,2,2,2,2,10,12,4,3,0,0,1,14,65.9938812255859,1,2,12,1962,19,18,17,9,10,11,12,12,12,12,12,12,12,12,12,0,3
"1804",5104,48,50,52,56,61,59,42,60,40,44,1,2,3,1,3,2,2,3,3,2,21,1,1,2,1,1,1,1,1,10,12,4,3,0,0,1,15,13.9540233612061,1,2,12,1963,18,17,16,11,12,13,13,13,13,13,14,14,14,0,0,0,3
"1805",5106,44,46,41,35,47,45,39,40,46,44,2,2,3,2,4,2,2,3,4,4,23,1,1,2,2,1,1,1,2,8,12,6,3,1,1,1,28,49.5776901245117,1,1,11,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1806",5107,58,59,52,62,62,57,46,62,50,42,1,1,4,2,4,1,1,4,4,4,29,1,1,1,1,1,1,2,1,4,16,4,3,0,1,1,36,66.4360961914062,1,2,16,1962,19,18,17,10,11,12,13,14,14,14,14,14,14,14,14,0,3
"1807",5109,50,45,44,47,40,40,58,33,44,53,1,1,4,2,4,2,3,4,3,4,25,1,2,2,2,1,1,2,2,8,12,2,3,1,1,1,20,63.0924797058105,1,1,12,1962,19,18,17,8,9,10,11,12,12,12,12,12,0,0,0,0,3
"1808",5110,52,49,43,47,55,50,44,37,37,37,1,2,4,1,4,2,2,4,3,4,26,1,2,1,1,1,2,2,2,7,12,2,3,0,1,1,22,53.5923080444336,1,2,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1809",5111,60,58,57,62,52,54,40,63,57,51,1,2,3,2,4,2,2,3,3,3,22,2,2,1,1,1,2,1,2,9,12,2,3,0,1,1,21,71.2050247192383,1,2,12,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1810",5114,54,59,60,59,52,54,35,48,53,42,2,2,4,2,3,2,3,3,3,3,20,1,2,1,2,1,2,2,2,8,12,2,3,0,1,0,29,71.5385513305664,1,2,12,1962,19,18,17,10,11,12,13,14,14,14,14,14,14,14,14,0,3
"1811",5128,62,49,57,56,51,54,60,41,57,51,1,1,4,1,4,1,1,4,3,4,29,1,2,2,2,1,2,2,1,8,11,1,3,0,1,0,23,100.249458312988,1,2,10,1961,20,19,18,11,11,11,11,11,11,11,11,11,11,11,11,0,3
"1812",5129,56,54,56,56,58,59,53,65,61,65,2,1,3,2,3,2,2,2,2,2,18,1,2,2,2,1,2,1,2,10,8,1,3,1,1,0,34,25.7715759277344,1,1,NA,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1813",5130,44,42,37,41,25,37,44,41,50,37,2,2,3,2,4,1,1,2,3,4,23,1,1,2,1,1,1,1,2,9,12,8,3,1,1,0,23,105.647087097168,1,1,9,1962,19,18,17,8,9,10,11,12,12,12,12,12,12,12,12,0,3
"1814",5131,50,51,56,53,46,42,51,58,50,44,2,2,4,2,3,2,2,3,3,3,21,1,1,1,2,1,1,2,1,5,12,7,3,0,1,0,25,44.0136070251465,1,2,11,1964,17,16,15,9,9,9,9,9,10,10,10,10,10,0,0,0,3
"1815",5134,48,47,54,44,42,46,40,44,46,42,2,2,3,2,3,2,2,1,2,2,16,2,2,1,1,1,2,2,2,8,10,4,3,0,0,1,21,49.740909576416,1,2,8,1962,19,18,17,10,11,11,11,11,11,11,12,13,14,14,0,0,3
"1816",5142,50,54,52,59,53,54,48,46,48,49,1,1,4,2,1,1,3,2,3,3,20,1,1,1,1,1,1,1,1,7,18,3,2,0,1,0,22,70.6057968139648,1,2,11,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1817",5143,52,61,54,62,58,59,49,51,50,46,1,2,3,2,4,2,1,3,3,4,24,2,2,1,2,1,2,1,1,11,16,3,2,0,1,0,23,100.631278991699,1,2,10,1962,19,18,17,10,11,12,12,12,12,12,12,13,13,14,0,0,3
"1818",5154,52,45,50,53,42,47,46,44,48,42,1,2,3,2,3,2,2,2,2,1,17,2,2,2,2,2,2,1,1,13,8,4,3,0,1,1,19,24.4011535644531,1,2,10,1962,19,18,17,10,11,12,12,12,12,0,0,0,0,0,0,0,3
"1819",5156,50,45,55,53,49,45,55,48,68,51,1,1,4,1,4,1,2,2,2,3,24,2,2,1,2,1,1,1,2,9,15,3,3,1,1,1,31,59.0669021606445,1,1,14,1963,18,17,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"1820",5157,36,39,42,50,50,49,44,40,46,39,2,2,3,1,4,1,2,2,2,2,20,1,1,2,2,1,1,2,2,7,10,3,3,0,1,1,24,32.8691673278809,1,2,NA,1964,17,16,15,11,12,12,12,12,12,12,13,13,0,0,0,0,3
"1821",5161,58,49,46,59,56,54,62,48,52,51,1,1,4,1,4,1,1,4,2,3,27,1,2,1,1,1,2,1,2,8,12,2,3,1,0,0,28,71.9023818969727,1,1,16,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1822",5162,52,51,57,56,62,62,46,57,37,44,2,2,3,2,3,2,2,3,3,3,20,1,1,1,2,1,2,2,2,7,14,2,3,0,0,1,18,12.3034543991089,1,2,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1823",5166,66,66,56,62,53,54,67,66,65,68,1,1,4,1,4,2,2,3,3,3,25,1,1,1,2,1,1,2,1,5,16,0,3,1,0,1,25,44.2219543457031,1,1,16,1964,17,16,15,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1824",5168,64,59,60,50,50,46,66,65,68,63,1,2,4,2,4,1,1,3,4,4,27,1,1,1,2,1,1,1,1,8,13,2,3,1,1,1,21,64.0940017700195,1,1,12,1961,20,19,18,11,12,13,14,14,14,14,14,14,14,15,15,0,3
"1825",5171,46,36,46,47,35,54,42,38,44,51,2,2,3,2,3,3,3,2,3,3,17,2,1,2,2,1,2,2,1,10,10,2,2,0,0,0,28,24.134033203125,1,2,NA,1964,17,16,15,9,10,10,10,10,10,10,10,10,10,0,0,0,3
"1826",5179,48,46,52,47,50,56,40,57,46,46,2,2,3,2,2,2,3,2,2,2,15,2,2,1,1,2,2,1,2,10,12,2,3,0,1,1,23,60.2412567138672,1,2,12,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1827",5180,48,53,44,56,43,47,37,51,46,42,2,2,2,2,3,3,3,2,2,2,14,1,2,1,2,2,2,1,2,10,12,2,3,0,1,1,24,47.3467140197754,1,2,12,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1828",5183,48,42,51,56,49,57,40,57,37,44,1,1,3,1,3,2,2,2,4,1,21,1,1,2,1,1,2,2,2,9,15,2,3,0,1,1,34,39.4599304199219,1,2,18,1964,17,16,15,10,11,12,13,13,14,14,14,14,14,0,0,0,3
"1829",5184,38,43,37,50,43,43,66,44,57,60,2,1,4,2,4,2,2,3,2,4,23,1,2,1,2,1,1,1,2,8,12,5,3,1,0,1,20,47.3467140197754,1,1,12,1964,17,16,15,8,9,10,11,11,11,11,11,11,11,0,0,0,3
"1830",5185,60,61,56,59,52,48,64,60,63,60,2,2,3,2,3,2,2,3,2,2,18,1,1,2,1,1,2,2,2,9,12,1,3,1,0,0,18,47.3467140197754,1,1,12,1964,17,16,15,11,12,12,12,13,14,15,16,16,0,0,0,0,3
"1831",5189,54,46,57,53,44,50,40,38,50,49,2,2,2,2,3,2,2,2,2,2,16,2,2,2,2,1,1,1,2,10,4,2,3,0,1,0,39,10.2064275741577,1,2,9,1962,19,18,17,10,10,10,10,10,10,10,11,11,11,11,0,0,3
"1832",5192,50,39,47,32,42,39,55,44,35,42,2,2,3,2,3,2,2,3,2,3,19,1,2,1,1,1,2,1,2,8,12,4,3,1,1,0,23,54.0676803588867,1,1,12,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1833",5193,56,50,50,53,47,46,53,44,48,42,1,1,4,2,4,2,1,3,3,4,26,1,1,1,1,1,1,2,2,5,12,4,3,0,1,0,25,83.5837707519531,1,2,12,1963,18,17,16,10,11,12,12,13,14,15,15,15,15,15,0,0,3
"1834",5194,60,58,52,56,49,49,67,46,63,56,2,2,3,2,3,2,2,3,3,2,19,1,2,1,1,1,2,2,2,7,12,4,3,1,1,0,26,86.2765045166016,1,1,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1835",5195,42,54,52,56,44,56,48,44,55,49,1,2,4,2,4,2,1,2,3,3,23,1,2,1,1,1,1,1,2,7,12,1,3,0,1,1,20,56.1179237365723,1,2,12,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1836",5196,58,59,52,53,55,56,55,62,50,51,1,2,4,1,4,2,2,3,2,2,22,2,2,1,1,1,2,1,2,9,12,1,3,0,1,1,23,39.3505172729492,1,2,12,1964,17,16,15,10,11,12,13,13,13,0,0,0,0,0,0,0,3
"1837",5203,40,38,33,29,25,36,46,38,44,42,1,2,4,1,4,1,1,2,2,3,24,2,2,2,2,1,2,2,2,10,12,3,2,1,1,1,19,20.8959426879883,1,1,12,1963,18,17,16,10,11,12,12,12,12,13,13,13,13,0,0,0,3
"1838",5209,46,45,41,47,44,54,44,37,40,53,2,2,4,1,3,2,1,4,3,4,25,2,2,2,1,1,2,2,2,11,12,3,3,0,0,1,17,11.3632116317749,1,2,12,1963,18,17,16,11,11,11,11,11,11,11,11,11,11,0,0,0,3
"1839",5211,52,38,41,35,30,39,48,35,55,37,1,2,3,2,3,2,2,3,2,3,20,1,1,1,1,1,2,2,2,6,12,3,3,1,1,0,35,29.4265956878662,1,1,7,1964,17,16,15,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"1840",5214,54,53,55,50,62,49,42,54,38,42,1,1,4,1,3,1,1,4,2,2,25,1,2,1,2,1,1,2,2,7,13,8,3,0,1,1,35,58.7414131164551,1,2,13,1962,19,18,17,11,12,13,13,13,13,14,15,15,15,15,0,0,3
"1841",5217,62,42,59,53,41,44,67,51,65,63,1,2,4,2,4,2,2,3,3,4,24,1,1,2,1,1,1,1,1,10,11,4,2,1,0,1,26,27.1647262573242,1,1,6,1963,18,17,16,9,10,10,10,10,10,10,10,10,10,0,0,0,3
"1842",5220,58,46,43,44,41,46,69,41,67,58,2,2,4,2,4,2,2,3,3,3,22,1,2,1,2,1,2,1,1,10,12,2,3,1,1,1,26,16.1295776367188,1,1,13,1963,18,17,16,10,11,12,13,13,13,13,0,0,0,0,0,0,3
"1843",5222,52,50,50,53,52,31,66,41,50,60,2,2,4,1,4,2,2,3,3,4,24,1,2,2,1,2,2,2,1,10,11,4,2,1,1,1,32,50.771915435791,1,1,3,1963,18,17,16,10,11,12,12,13,13,14,14,14,14,14,0,0,3
"1844",5230,44,39,41,35,35,43,62,40,57,39,1,1,4,1,4,1,1,4,4,4,30,1,2,1,1,1,1,2,2,6,14,2,3,1,1,0,23,94.9087066650391,1,1,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1845",5234,56,57,55,62,61,62,46,52,46,34,1,2,3,1,3,2,2,3,3,4,23,1,2,2,2,1,2,1,1,11,14,1,3,0,1,0,24,142.042037963867,1,2,13,1963,18,17,16,11,12,13,13,14,14,0,0,0,0,0,0,0,3
"1846",5235,44,46,39,23,40,41,48,30,37,39,2,2,4,2,3,1,1,2,2,3,21,2,2,2,1,1,1,1,1,12,10,3,3,1,1,1,17,40.9708557128906,1,1,12,1964,17,16,15,10,11,12,12,13,13,13,13,13,13,0,0,0,3
"1847",5237,52,59,51,56,51,51,64,49,63,60,1,2,4,1,4,1,2,4,4,4,28,1,2,1,2,1,1,1,2,8,14,2,3,1,1,1,18,25.5896072387695,1,1,14,1963,18,17,16,11,12,12,12,12,12,0,0,0,0,0,0,0,3
"1848",5245,64,51,56,50,50,47,66,62,59,63,1,1,4,1,4,1,1,4,3,4,29,1,1,2,2,1,1,2,1,6,5,6,2,1,1,1,31,61.6229972839355,1,1,5,1962,19,18,17,10,11,12,13,14,15,15,15,15,16,17,18,0,3
"1849",5246,50,38,52,47,62,54,48,49,35,37,1,1,3,2,3,2,2,3,2,3,21,1,2,2,1,1,2,2,1,9,5,6,2,0,1,1,32,39.4259414672852,1,2,3,1963,18,17,16,11,12,13,14,14,14,14,15,15,15,0,0,0,3
"1850",5247,42,50,47,53,62,65,46,58,42,46,1,1,4,2,4,1,2,3,4,4,27,1,2,1,1,1,2,1,1,9,13,2,3,0,1,0,32,23.3419303894043,1,2,12,1961,20,19,18,12,12,12,12,12,12,12,12,0,0,0,0,0,3
"1851",5249,56,54,51,53,62,36,62,46,63,58,1,1,4,1,4,1,2,3,3,4,27,1,1,2,1,1,2,2,2,9,16,2,3,1,1,0,28,59.317943572998,1,1,14,1962,19,18,17,10,11,12,13,13,13,13,13,13,13,13,13,0,3
"1852",5250,58,57,57,56,61,51,66,58,57,51,1,1,3,2,3,2,2,3,3,3,22,1,2,2,2,1,1,2,2,8,16,2,3,1,1,1,30,66.285400390625,1,1,16,1964,17,16,15,11,12,13,14,15,15,15,15,16,0,0,0,0,3
"1853",5252,50,47,48,53,41,55,64,44,61,60,1,1,4,1,4,1,1,4,4,4,30,1,1,2,1,1,1,1,1,10,16,3,3,1,1,1,30,52.2604217529297,1,1,16,1962,19,18,17,11,11,11,11,11,11,11,11,11,11,11,0,0,3
"1854",5254,48,46,52,41,49,54,67,46,61,56,2,2,4,1,4,2,1,3,3,4,25,1,1,2,1,1,1,2,2,8,12,4,3,1,0,1,19,18.9441471099854,1,1,16,1964,17,16,15,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"1855",5256,52,40,48,50,42,50,46,41,40,39,1,1,4,2,4,1,1,4,2,4,27,2,1,2,2,1,2,1,1,13,11,4,3,0,0,1,20,54.1957092285156,1,2,12,1963,18,17,16,9,10,10,10,11,11,11,11,11,11,11,0,0,3
"1856",5258,38,45,51,44,53,37,39,43,48,44,2,2,3,2,3,2,3,2,3,4,19,1,2,2,1,2,2,1,2,12,8,5,3,0,0,1,37,38.958740234375,1,2,8,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1857",5261,36,49,46,50,56,54,37,46,40,37,2,2,3,2,4,2,3,3,3,3,20,1,1,2,2,1,1,2,2,7,9,4,2,0,0,1,21,15.8385314941406,1,2,NA,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1858",5269,36,42,41,23,35,43,58,41,46,51,2,2,3,1,3,2,2,2,2,2,18,2,2,1,1,1,1,1,1,9,10,5,3,1,1,0,47,14.1992740631104,1,1,8,1962,19,18,17,10,10,10,10,10,10,10,11,11,11,11,0,0,3
"1859",5272,42,45,48,38,62,69,44,49,48,53,1,1,4,1,4,1,1,4,2,2,26,1,2,1,1,1,2,2,1,6,12,1,3,0,0,1,18,38.3314094543457,1,2,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1860",5284,52,53,47,56,39,41,66,41,59,56,2,1,4,1,3,2,2,2,2,3,21,1,1,2,2,2,2,1,1,11,13,4,3,1,1,0,20,25.1014080047607,1,1,13,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1861",5286,46,42,46,53,35,41,46,40,38,39,2,2,2,2,3,2,2,3,2,2,17,2,2,2,1,1,2,1,2,12,10,3,3,0,1,0,29,9.95632839202881,1,2,10,1962,19,18,17,10,10,10,10,10,11,11,11,11,11,11,11,0,3
"1862",5291,40,43,37,29,41,28,49,40,48,46,2,2,3,2,3,2,2,3,2,3,19,1,1,2,2,2,2,1,1,11,12,3,3,1,1,0,35,88.9781036376953,1,1,14,1962,19,18,17,9,10,11,12,12,12,12,12,12,12,12,0,0,3
"1863",5293,34,42,38,38,39,46,42,38,38,39,2,2,3,2,3,2,2,2,2,3,18,1,2,2,1,1,2,2,2,10,8,4,3,0,0,0,42,10.3766441345215,1,2,NA,1964,17,16,15,10,11,12,12,12,12,12,12,12,0,0,0,0,3
"1864",5298,48,49,47,47,41,42,39,44,48,49,2,2,4,2,3,2,2,3,2,3,20,1,2,2,2,1,2,2,2,9,11,5,3,0,1,0,36,47.0186500549316,1,2,10,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1865",5300,48,47,50,47,47,32,51,48,53,42,1,1,3,1,4,1,2,4,2,3,25,2,1,2,1,1,2,2,1,11,10,2,3,1,1,0,16,22.8182468414307,1,1,14,1964,17,16,15,10,11,12,12,13,14,15,15,15,15,0,0,0,3
"1866",5301,62,51,61,62,54,65,51,55,48,58,2,2,3,2,3,2,2,2,2,2,17,2,2,2,1,2,2,1,2,13,12,2,3,0,1,1,25,77.2282943725586,1,2,12,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1867",5303,58,42,57,50,47,35,64,46,53,58,2,2,3,2,4,2,1,4,2,4,23,1,1,2,2,1,1,2,1,6,12,3,3,1,1,0,27,42.7089195251465,1,1,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1868",5305,42,45,35,44,61,56,46,49,40,49,1,1,4,1,4,2,2,2,2,3,23,2,2,2,1,1,2,1,1,13,12,3,3,0,0,0,23,56.965259552002,1,2,9,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1869",5306,50,47,44,35,46,39,57,41,44,51,2,2,3,2,3,2,2,3,3,3,20,1,2,1,1,1,2,2,1,6,9,4,3,1,1,0,19,39.5693435668945,1,1,9,1964,17,16,15,9,10,11,11,11,11,11,11,11,12,0,0,0,3
"1870",5310,64,61,61,53,62,51,58,55,57,49,1,2,4,2,4,2,2,3,3,3,23,2,1,1,1,1,1,2,2,8,16,1,3,0,1,0,22,37.877368927002,1,2,16,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"1871",5313,44,47,50,50,51,50,51,46,57,51,2,2,4,2,4,2,2,2,3,4,22,1,2,2,2,1,1,2,2,8,12,3,3,1,1,0,26,28.4080276489258,1,1,10,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1872",5314,56,46,54,41,61,54,49,52,42,37,1,2,4,1,4,1,1,3,2,3,25,2,2,2,2,1,1,1,1,11,16,5,3,0,1,0,22,51.4583435058594,1,2,16,1963,18,17,16,11,12,13,14,14,14,14,14,14,14,0,0,0,3
"1873",5316,62,59,57,59,56,63,66,60,67,65,1,2,4,1,3,2,2,3,3,3,23,2,2,1,1,1,2,1,2,9,16,4,3,1,0,1,13,47.6184921264648,1,1,14,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1874",5317,52,57,56,59,50,59,48,44,48,49,1,1,4,1,4,2,2,2,3,2,23,2,2,1,1,1,1,2,2,7,16,4,3,0,0,1,15,62.6878280639648,1,2,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"1875",5318,64,62,60,47,58,59,58,62,59,58,2,2,3,1,3,1,2,3,2,4,22,1,1,2,2,1,1,2,2,7,12,4,3,1,0,0,32,37.0143966674805,1,1,12,1962,19,18,17,11,12,13,14,14,14,14,14,14,14,14,0,0,3
"1876",5319,58,65,61,59,60,58,53,66,70,56,1,1,4,1,4,1,1,4,4,3,29,1,2,1,1,1,2,2,2,7,16,2,3,1,1,0,20,46.8611755371094,1,1,14,1962,19,18,17,10,11,12,13,14,15,16,16,16,0,0,0,0,3
"1877",5320,46,42,33,32,37,44,49,32,42,44,1,2,3,2,3,2,2,2,3,3,20,1,2,1,1,1,1,2,2,6,9,3,3,1,1,0,24,19.6569900512695,1,1,8,1961,20,19,18,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"1878",5329,48,42,43,47,38,29,58,38,57,63,2,2,4,3,3,2,2,2,2,2,17,1,1,1,2,1,2,1,2,8,12,4,3,1,1,1,25,37.8575248718262,1,1,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,13,0,3
"1879",5330,52,59,47,59,58,56,49,46,48,53,1,2,4,1,4,2,1,2,3,4,25,2,2,1,2,1,2,1,1,11,12,4,3,0,1,1,27,62.9525032043457,1,2,12,1963,18,17,16,11,12,13,13,13,14,14,14,14,14,0,0,0,3
"1880",5338,46,40,48,59,41,50,44,43,46,58,2,2,3,2,3,2,2,2,2,3,18,2,2,1,2,1,2,2,2,9,10,1,3,0,0,1,17,10.7969341278076,1,2,10,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1881",5341,52,64,55,56,57,60,49,66,50,51,1,1,2,1,4,1,1,4,3,3,26,2,2,2,1,1,1,2,1,9,12,3,3,0,1,0,24,66.8670196533203,1,2,12,1962,19,18,17,10,11,12,13,14,15,16,16,16,16,16,16,0,3
"1882",5342,50,59,52,50,49,59,44,58,52,60,2,2,3,2,3,2,2,3,2,3,19,1,2,1,2,1,2,2,2,8,12,3,3,1,1,0,25,79.1926574707031,1,1,12,1963,18,17,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"1883",5344,56,49,54,50,47,35,64,43,59,58,2,2,3,2,1,2,2,3,3,4,19,1,2,2,2,1,2,1,2,10,12,1,3,1,1,1,32,54.0386428833008,1,1,16,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1884",5347,46,47,50,50,49,51,60,46,55,60,1,2,4,2,4,1,1,3,3,3,25,2,2,1,1,1,2,2,2,8,13,2,3,1,1,0,19,7.31358003616333,1,1,12,1962,19,18,17,11,12,13,14,14,14,14,14,14,14,14,0,0,3
"1885",5348,54,54,54,47,52,54,51,62,57,49,2,2,3,2,3,2,2,2,3,3,19,1,2,1,2,1,1,1,2,8,14,2,3,1,1,0,21,74.1135559082031,1,1,16,1964,17,16,15,11,12,13,13,14,14,14,14,14,0,0,0,0,3
"1886",5351,56,57,56,56,49,56,51,63,53,49,2,2,4,2,4,2,2,3,3,3,22,2,2,1,1,1,2,1,2,9,12,3,3,0,1,1,22,50.282600402832,1,2,12,1963,18,17,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"1887",5353,48,53,54,53,48,46,42,44,46,37,1,2,3,1,4,2,2,4,3,2,23,1,2,1,1,1,1,2,1,5,9,1,3,0,1,1,25,29.3855457305908,1,2,14,1963,18,17,16,11,11,11,11,11,11,11,0,0,0,0,0,0,3
"1888",5356,66,49,55,56,48,37,67,54,61,65,2,2,4,1,4,2,2,3,3,3,23,1,1,1,2,1,1,1,2,7,8,2,3,1,1,1,30,28.944019317627,1,1,9,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1889",5357,48,38,43,38,44,41,64,44,42,49,2,2,3,2,3,2,2,1,2,2,16,2,2,2,2,2,2,1,2,12,7,2,3,1,1,1,32,24.3373146057129,1,1,7,1964,17,16,15,10,11,12,12,12,12,12,12,12,0,0,0,0,3
"1890",5363,52,43,44,47,39,44,57,48,55,49,2,2,3,2,3,3,2,2,2,2,16,1,1,2,2,1,1,2,2,7,11,3,3,1,1,1,17,28.7702713012695,1,1,12,1961,20,19,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"1891",5364,40,43,42,41,40,42,51,40,53,44,2,2,3,1,3,2,2,2,2,3,19,1,1,2,2,2,1,1,1,12,11,3,3,1,1,1,18,64.51611328125,1,1,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1892",5365,42,40,37,38,42,45,57,40,53,34,2,1,4,2,3,2,2,2,2,2,19,1,2,2,1,1,2,2,1,9,11,3,3,1,1,1,20,47.7635116577148,1,1,12,1964,17,16,15,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"1893",5366,64,66,56,62,46,50,64,60,70,60,1,1,4,1,4,1,1,2,2,3,25,1,2,1,2,1,1,2,1,6,14,3,3,1,1,1,22,50.1247291564941,1,1,9,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1894",5373,54,62,60,59,52,56,49,65,61,58,1,1,4,2,4,1,2,4,3,4,27,2,2,1,2,1,2,1,1,11,16,3,3,0,1,1,26,56.056526184082,1,2,16,1961,20,19,18,10,11,12,13,14,15,16,16,16,16,16,16,16,3
