"","recid","ASVAB_gs","ASVAB_ar","ASVAB_wk","ASVAB_pc","ASVAB_no","ASVAB_cs","ASVAB_asi","ASVAB_mk","ASVAB_mc","ASVAB_ei","RSE1_1980","RSE2_1980","RES3_1980","RES4_1980","RES5_1980","RES6_1980","RES7_1980","RES8_1980","RES9_1980","RES10_1980","ROSENBERG_SCORE_1980","ROTTER_1A_1979","ROTTER_1B_1979","ROTTER_2A_1979","ROTTER_2B_1979","ROTTER_3A_1979","ROTTER_3B_1979","ROTTER_4A_1979","ROTTER_4B_1979","ROTTER_SCORE_1979","med","nsib","race","male","nuclear","urban","moth_age_birth","income","cross_sction","sex","fed","yob","ageASVAB","ageRES","ageROTTER","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"391",1109,56,59,52,53,62,61,51,65,53,58,2,2,3,3,3,2,2,3,2,2,17,1,1,2,2,1,1,2,1,6,12,2,3,1,1,1,25,167.338928222656,1,1,16,1962,19,18,17,11,12,12,12,12,13,14,14,14,14,14,0,0,3
"392",1110,50,47,47,50,48,47,42,44,37,44,2,2,3,2,3,2,3,2,3,3,18,2,1,2,2,2,2,1,2,13,10,5,3,0,1,1,26,40.9966468811035,1,2,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"393",1116,40,42,46,47,54,55,44,46,37,34,2,2,3,2,3,2,3,3,3,3,19,1,2,2,1,1,2,1,2,11,10,1,2,0,0,1,24,70.9252090454102,1,2,10,1961,20,19,18,11,12,12,12,12,13,13,13,13,13,13,13,0,3
"394",1118,30,39,44,47,62,59,39,40,37,34,1,1,4,2,3,2,3,2,3,4,22,2,2,2,1,1,1,1,2,11,6,1,2,0,0,1,21,12.6037340164185,1,2,6,1963,18,17,16,10,11,11,12,12,12,12,12,12,12,12,0,0,3
"395",1127,50,40,56,53,49,46,46,57,40,42,1,1,4,2,4,1,1,2,3,4,26,2,1,1,1,1,1,1,2,9,17,3,2,1,1,1,29,35.5907669067383,1,1,17,1961,20,19,18,11,12,12,12,13,13,13,13,13,13,13,13,0,3
"396",1134,64,51,59,47,48,44,51,54,48,53,2,2,3,2,3,2,2,3,3,3,20,1,1,2,1,1,1,2,1,7,13,3,3,1,1,1,24,55.6488189697266,1,1,12,1963,18,17,16,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"397",1135,46,49,51,50,52,47,37,55,42,51,1,2,4,2,4,2,1,3,3,3,24,1,2,1,1,2,2,1,2,9,15,3,3,0,1,1,25,82.2152404785156,1,2,13,1964,17,16,15,11,12,12,13,14,15,15,15,15,0,0,0,0,3
"398",1136,52,64,61,62,61,62,42,68,46,44,1,1,4,1,4,1,1,4,3,4,29,1,1,1,1,1,1,2,1,4,8,3,2,0,1,1,24,49.8471069335938,1,2,12,1962,19,18,17,10,11,12,13,14,15,16,17,18,19,19,0,0,3
"399",1139,50,49,60,56,53,54,49,55,48,49,1,1,4,1,4,1,2,4,3,3,27,1,1,1,1,2,1,1,2,9,13,6,3,0,1,1,33,137.175415039062,1,2,20,1961,20,19,18,10,11,12,13,13,14,15,15,15,15,15,15,15,3
"400",1145,64,61,60,56,55,52,64,68,67,63,2,2,3,2,3,2,3,3,2,3,18,1,1,1,1,1,1,2,2,5,12,2,3,1,1,1,32,100.249458312988,1,1,16,1961,20,19,18,10,11,12,12,12,13,13,13,13,13,0,0,0,3
"401",1146,34,39,31,41,40,29,40,43,37,34,1,1,4,1,4,2,2,3,3,4,26,1,1,2,1,1,2,1,2,10,12,3,3,1,0,1,35,44.9634284973145,1,1,18,1961,20,19,18,11,12,12,13,14,15,16,16,0,0,0,0,0,3
"402",1152,30,32,28,26,30,41,40,35,35,32,2,2,3,2,3,2,2,3,3,3,20,2,2,2,1,1,1,1,2,11,12,3,1,0,1,1,23,56.056526184082,1,2,10,1961,20,19,18,11,12,12,12,12,12,12,12,0,0,0,0,0,3
"403",1153,36,35,38,26,30,42,33,35,38,39,2,2,3,2,3,2,2,3,3,3,20,2,2,2,1,2,1,2,2,13,12,3,1,1,1,1,25,20.4727973937988,1,1,10,1963,18,17,16,10,10,10,10,10,10,10,10,0,0,0,0,0,3
"404",1155,36,39,38,44,60,58,35,46,46,37,2,1,4,2,4,1,2,3,3,4,25,1,2,2,2,1,1,1,2,9,12,3,1,0,0,1,34,46.0315780639648,1,2,12,1961,20,19,18,12,13,13,14,14,14,14,14,14,14,14,14,0,3
"405",1159,40,47,41,53,55,45,39,52,40,32,2,2,3,2,3,2,2,3,3,3,20,2,2,2,1,1,2,2,1,10,11,4,1,0,1,1,20,62.4723663330078,1,2,4,1962,19,18,17,11,12,13,13,14,14,14,14,14,14,14,15,0,3
"406",1160,36,36,44,44,48,44,39,51,35,32,2,2,3,2,3,2,2,3,3,3,20,1,1,1,2,1,1,2,1,5,11,4,1,0,1,1,21,62.3970184326172,1,2,4,1963,18,17,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"407",1166,56,39,54,53,40,45,42,52,37,46,1,1,4,2,4,1,2,3,4,4,27,1,1,2,2,1,1,1,2,8,12,0,1,0,1,1,22,42.236083984375,1,2,14,1961,20,19,18,10,11,11,11,12,12,13,13,13,13,13,13,0,3
"408",1167,56,61,59,62,47,48,44,57,50,53,2,2,3,2,3,2,2,3,3,3,20,2,1,1,2,1,1,2,2,9,14,2,3,0,1,1,21,149.381851196289,1,2,20,1963,18,17,16,12,13,14,15,16,16,17,18,19,19,0,0,0,3
"409",1170,46,47,44,50,41,54,39,43,38,44,2,2,3,2,3,2,2,3,3,3,20,1,2,1,1,1,1,1,2,7,12,3,3,0,1,1,22,52.1997909545898,1,2,13,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"410",1171,48,43,43,47,59,54,60,41,42,51,2,2,3,2,3,2,2,3,3,3,20,2,1,1,1,1,2,1,2,10,12,3,3,1,1,1,23,52.1997909545898,1,1,14,1962,19,18,17,10,10,11,11,11,11,11,11,11,11,11,11,0,3
"411",1176,44,45,47,56,62,66,44,51,46,42,1,1,4,1,4,1,3,2,2,3,23,1,2,2,1,1,2,2,2,10,12,2,3,1,1,1,23,70.7256851196289,1,1,18,1964,17,16,15,11,12,13,14,15,16,16,16,16,0,0,0,0,3
"412",1177,56,64,60,59,62,64,46,68,42,53,1,1,3,2,3,2,2,3,3,3,22,1,2,2,2,1,2,1,1,11,12,2,3,0,1,1,22,90.1632766723633,1,2,12,1961,20,19,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"413",1178,42,59,51,53,55,52,37,55,55,44,1,1,3,2,4,1,1,2,3,3,24,2,2,2,2,1,1,2,2,9,12,2,3,0,1,1,23,102.545478820801,1,2,12,1962,19,18,17,10,11,12,13,14,15,15,15,15,15,15,0,0,3
"414",1179,42,55,54,56,56,54,40,54,53,30,2,2,3,2,3,2,2,3,2,2,18,2,1,2,1,2,2,2,2,13,12,2,3,0,1,1,23,95.4273300170898,1,2,12,1962,19,18,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"415",1186,62,59,51,35,41,41,57,62,53,60,1,1,4,1,4,1,2,3,3,3,26,1,1,2,1,1,2,2,2,9,16,2,3,1,1,1,33,155.473114013672,1,1,16,1962,19,18,17,11,11,12,13,14,14,15,15,15,15,15,15,0,3
"416",1188,58,62,52,56,56,47,66,58,68,65,1,1,4,1,4,1,1,4,2,3,27,1,2,1,1,1,1,2,1,5,12,2,3,1,1,1,29,43.8614463806152,1,1,12,1962,19,18,17,11,12,13,14,15,15,15,15,15,15,15,0,0,3
"417",1191,42,35,43,44,50,54,42,38,40,37,1,1,4,1,4,1,1,4,3,4,29,1,2,2,2,1,2,2,2,9,9,5,1,0,1,0,24,19.4447021484375,1,2,NA,1961,20,19,18,10,11,12,13,14,14,14,14,14,14,14,14,15,3
"418",1193,44,35,42,32,40,38,39,43,48,42,1,1,4,2,4,2,2,2,3,4,24,1,2,1,1,2,2,2,2,8,11,5,1,1,0,0,27,10.9802675247192,1,1,NA,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"419",1195,56,55,52,53,58,44,40,65,48,56,1,1,4,1,4,2,2,4,4,3,27,1,2,2,1,1,2,1,2,11,3,1,1,0,1,0,34,47.4543533325195,1,2,12,1962,19,18,17,10,11,12,13,13,14,15,15,15,15,15,15,0,3
"420",1201,36,43,39,47,37,42,55,43,53,44,1,1,4,1,4,1,1,3,3,3,27,1,2,2,1,1,2,2,1,9,6,6,1,1,1,0,35,5.93179416656494,1,1,3,1961,20,19,18,11,12,12,13,14,15,15,15,15,15,15,15,0,3
"421",1205,32,34,25,26,31,26,37,43,37,37,2,2,4,2,4,2,2,4,2,4,23,1,1,2,1,2,1,1,2,12,10,5,3,1,0,1,15,6.97088670730591,1,1,12,1962,19,18,17,8,8,8,8,8,8,8,8,8,8,8,0,0,3
"422",1214,34,30,21,29,42,44,39,38,35,37,2,2,3,2,2,2,2,3,3,4,20,2,1,2,1,1,2,2,2,12,8,6,1,0,0,1,25,7.4197678565979,1,2,NA,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"423",1215,32,39,33,29,43,35,37,43,33,37,2,2,4,2,3,2,2,2,4,4,22,1,2,2,1,1,2,2,1,9,8,6,1,1,0,1,23,11.3863954544067,1,1,NA,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"424",1217,28,39,28,29,33,35,35,37,33,32,2,1,2,2,3,1,1,1,2,3,19,1,2,2,1,1,2,2,1,9,11,4,1,1,1,1,20,7.94722461700439,1,1,NA,1962,19,18,17,11,11,12,12,12,12,12,12,12,12,12,0,0,3
"425",1218,32,42,30,29,39,51,40,38,31,32,2,1,3,2,4,1,2,3,4,4,25,1,1,2,2,1,1,2,1,6,11,4,1,1,1,1,22,5.68160581588745,1,1,NA,1964,17,16,15,11,12,13,13,13,13,13,13,13,0,0,0,0,3
"426",1220,24,39,28,32,27,29,35,33,37,34,3,2,3,2,2,3,1,2,2,3,16,2,2,2,1,1,2,2,1,10,10,7,1,0,0,1,17,18.014669418335,1,2,NA,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"427",1222,34,35,30,26,51,35,35,41,42,30,2,2,3,2,3,3,2,2,2,3,17,1,2,1,2,2,2,1,2,10,11,4,1,1,1,1,22,19.5816612243652,1,1,9,1963,18,17,16,9,10,11,12,12,12,12,12,12,12,12,0,0,3
"428",1223,32,36,26,23,40,25,35,37,37,46,2,2,2,2,2,3,2,2,2,2,14,1,2,2,2,2,1,2,1,10,11,4,1,0,1,1,23,19.5816612243652,1,2,9,1964,17,16,15,10,11,12,13,13,13,13,13,13,0,0,0,0,3
"429",1231,60,50,57,59,51,50,48,62,50,46,2,2,4,2,3,2,2,2,3,3,20,1,1,1,2,1,2,2,2,7,16,1,3,0,1,1,25,28.4080276489258,1,2,19,1963,18,17,16,11,12,13,14,15,16,16,16,16,17,0,0,0,3
"430",1234,44,38,46,35,53,53,31,40,40,30,1,1,4,1,4,1,1,1,3,2,24,1,2,2,2,1,2,1,2,10,12,4,3,0,1,0,25,68.8088150024414,1,2,13,1961,20,19,18,10,11,12,13,14,14,14,14,14,14,15,15,15,3
"431",1235,36,38,34,38,62,53,46,38,48,34,2,2,3,2,3,2,2,2,2,2,17,1,1,2,1,1,1,1,1,10,12,4,3,1,1,1,26,68.8088150024414,1,1,13,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"432",1236,36,43,34,50,61,60,33,49,40,37,1,1,4,1,4,2,1,1,4,4,26,1,1,2,1,1,1,2,1,7,12,4,3,0,1,0,27,82.7620544433594,1,2,13,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"433",1240,62,61,57,50,53,50,42,54,42,53,1,1,4,1,4,1,1,3,4,4,29,1,2,2,1,1,1,1,2,10,12,1,3,0,1,1,18,59.7519416809082,1,2,12,1963,18,17,16,11,12,13,14,15,15,15,15,15,15,0,0,0,3
"434",1246,48,43,46,56,52,48,44,44,37,37,2,2,3,2,3,2,2,3,3,3,20,2,2,1,1,1,2,1,2,9,9,8,3,0,0,1,17,41.0640449523926,1,2,NA,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"435",1247,46,39,39,35,39,28,42,32,52,42,1,1,4,2,4,1,2,2,1,1,20,2,1,2,1,1,1,2,2,11,9,6,3,1,0,1,18,24.6836795806885,1,1,9,1963,18,17,16,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"436",1248,52,40,51,53,40,34,57,48,48,53,2,2,3,2,3,2,2,3,3,3,20,1,1,2,2,1,1,1,1,9,12,1,3,1,1,0,17,31.3459243774414,1,1,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"437",1251,42,40,46,53,53,52,44,43,42,42,2,2,3,2,3,2,2,2,2,2,17,2,2,2,2,1,2,1,1,12,12,2,3,0,1,1,27,0.417918860912323,1,2,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"438",1253,38,51,37,56,42,45,35,48,38,39,2,2,3,2,3,3,2,2,2,2,16,1,1,1,2,1,2,2,1,6,12,3,3,0,1,1,34,75.7201690673828,1,2,14,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"439",1254,44,43,55,62,49,56,42,44,40,42,1,1,4,1,4,2,2,4,3,4,27,2,2,1,1,1,1,2,2,7,12,2,3,0,1,1,26,60.1343650817871,1,2,14,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"440",1255,44,64,57,62,53,68,42,58,44,39,1,1,4,1,4,1,1,4,4,4,30,1,2,1,1,1,2,1,2,8,12,2,3,0,1,1,27,59.317943572998,1,2,14,1962,19,18,17,11,12,13,14,14,14,14,14,14,15,16,0,0,3
"441",1256,48,40,41,38,31,37,46,40,46,44,1,1,4,1,4,1,1,4,3,3,28,2,2,2,2,1,1,2,2,9,13,2,3,1,0,1,28,16.6090240478516,1,1,12,1962,19,18,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"442",1257,48,47,42,38,35,38,48,44,48,49,2,2,4,2,4,2,3,4,3,3,22,1,2,1,2,2,1,1,2,11,12,1,3,1,1,1,20,43.607551574707,1,1,12,1964,17,16,15,9,9,10,10,10,10,10,11,11,11,0,0,0,3
"443",1258,52,61,55,50,62,60,53,58,59,53,1,1,4,1,4,1,1,4,3,4,29,1,2,1,1,1,2,2,2,7,12,3,3,0,1,1,26,65.1621475219727,1,2,9,1961,20,19,18,10,11,12,13,13,13,14,14,14,14,14,14,0,3
"444",1270,46,47,57,59,62,53,39,60,50,53,1,1,4,1,4,1,1,4,4,4,30,2,2,2,1,2,2,2,2,12,11,3,1,0,0,0,22,52.2398567199707,1,2,11,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"445",1273,62,61,55,50,41,41,64,51,55,63,1,1,4,2,3,2,2,4,2,4,24,1,1,2,2,1,2,1,2,9,12,2,3,1,1,1,29,54.026294708252,1,1,9,1962,19,18,17,11,12,12,12,12,12,12,12,13,13,13,0,0,3
"446",1276,52,54,57,62,61,58,53,57,53,53,1,1,4,1,4,1,1,3,2,3,26,2,2,2,1,2,2,1,2,13,12,3,3,0,0,1,27,86.0042037963867,1,2,16,1963,18,17,16,10,11,12,12,12,12,12,12,12,13,0,0,0,3
"447",1277,54,49,50,50,55,50,44,62,46,46,1,1,4,1,4,2,2,3,2,2,23,1,2,1,2,1,2,2,2,8,12,5,3,0,1,1,26,68.0490036010742,1,2,14,1964,17,16,15,11,12,13,14,14,14,14,14,14,0,0,0,0,3
"448",1281,42,51,56,62,42,50,44,66,59,46,1,1,4,2,2,2,2,2,2,3,20,1,1,1,2,1,2,1,1,9,12,2,3,0,1,1,22,60.2412567138672,1,2,12,1963,18,17,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"449",1282,40,42,31,32,32,34,37,51,38,37,2,2,3,2,3,3,2,2,2,2,16,2,1,2,1,1,1,2,1,10,12,2,3,1,1,1,49,1.63277721405029,1,1,NA,1964,17,16,15,9,10,11,11,11,11,11,11,11,11,0,0,0,3
"450",1283,62,64,61,56,62,58,49,66,57,58,1,1,4,1,3,2,2,3,3,3,24,1,1,2,2,1,1,2,1,6,17,2,3,0,0,1,24,43.8814811706543,1,2,NA,1963,18,17,16,11,12,13,13,14,14,15,16,16,16,0,0,0,3
"451",1285,40,38,44,44,46,41,42,41,46,42,2,2,3,2,3,2,2,2,2,3,18,2,1,1,1,2,2,1,2,11,10,2,3,0,1,1,20,61.622615814209,1,2,14,1964,17,16,15,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"452",1286,38,35,44,32,36,50,31,30,37,37,2,2,3,2,3,2,2,2,1,2,16,2,2,2,1,1,1,2,1,9,12,2,1,0,1,1,29,35.6213874816895,1,2,12,1961,20,19,18,10,11,12,13,14,14,14,15,15,15,15,15,15,3
"453",1287,28,38,37,29,36,44,40,41,35,42,2,1,4,2,4,2,2,2,3,4,23,2,2,2,1,1,2,1,2,12,12,2,1,1,1,1,30,20.2219657897949,1,1,12,1962,19,18,17,10,11,12,13,14,14,14,14,14,14,14,0,0,3
"454",1289,34,45,35,38,47,46,37,43,37,42,1,1,3,2,3,2,1,1,4,4,23,1,1,1,1,1,1,1,1,7,12,1,1,1,0,1,36,23.6510696411133,1,1,12,1963,18,17,16,11,12,12,12,12,12,0,0,0,0,0,0,0,3
"455",1294,48,55,48,44,46,45,46,46,53,53,1,1,3,2,3,1,1,3,2,3,23,1,1,1,1,1,1,2,2,5,12,4,1,1,1,1,22,11.3632116317749,1,1,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"456",1296,44,38,41,56,62,58,39,48,40,37,2,2,3,2,3,2,2,3,3,3,20,1,1,2,1,2,2,2,2,10,7,0,3,0,1,0,22,32.8066291809082,1,2,7,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"457",1298,52,43,48,47,50,47,53,51,46,49,1,2,4,1,4,1,1,4,4,4,29,2,2,1,1,1,2,2,2,8,12,7,1,0,1,0,38,20.8959426879883,1,2,6,1963,18,17,16,10,11,12,13,14,15,15,15,0,0,0,0,0,3
"458",1300,38,47,31,32,41,40,44,40,42,42,2,2,3,2,3,2,2,3,2,2,18,2,2,2,2,2,1,1,2,13,8,3,3,1,0,0,21,23.6355781555176,1,1,NA,1964,17,16,15,7,7,8,8,8,8,8,8,8,0,0,0,0,3
"459",1309,46,57,52,47,61,56,46,57,50,46,1,1,4,1,4,1,1,4,3,4,29,1,2,1,1,1,1,2,1,5,12,4,3,1,0,1,31,30.8453311920166,1,1,12,1961,20,19,18,11,12,13,13,13,13,13,13,13,13,13,13,0,3
"460",1310,40,46,47,50,53,56,40,60,44,44,1,1,3,2,3,2,2,3,2,2,20,1,1,2,2,1,1,1,1,9,12,4,3,0,0,1,31,30.8453311920166,1,2,12,1961,20,19,18,11,12,12,13,14,15,15,16,16,16,16,16,0,3
"461",1315,42,47,54,56,52,52,58,48,61,51,1,2,4,1,4,2,1,4,4,4,28,1,2,2,1,1,2,2,1,9,14,1,3,1,1,0,21,133.835983276367,1,1,17,1964,17,16,15,10,11,12,13,13,14,14,15,15,15,0,0,0,3
"462",1319,36,32,30,32,29,29,40,41,31,34,1,2,3,2,3,2,2,2,3,2,19,1,2,2,1,1,2,1,2,11,6,1,3,1,1,0,28,31.3439140319824,1,1,3,1962,19,18,17,9,10,11,12,12,12,12,12,12,12,12,0,0,3
"463",1323,46,61,55,56,42,48,48,63,52,56,1,2,4,2,4,2,2,3,2,4,23,1,1,2,1,1,2,1,2,10,12,2,3,0,1,0,28,87.8982849121094,1,2,12,1962,19,18,17,10,11,12,13,14,15,16,16,16,16,17,17,0,3
"464",1326,48,43,51,56,49,60,37,49,44,46,1,2,3,2,3,2,2,3,2,2,19,1,1,2,1,1,2,2,2,9,12,3,3,0,1,0,38,51.2627220153809,1,2,8,1962,19,18,17,11,12,13,13,14,14,15,16,0,0,0,0,0,3
"465",1327,46,47,57,53,55,62,44,49,48,44,2,2,3,2,3,2,2,2,2,3,18,1,1,2,2,1,1,2,1,6,12,3,3,0,1,0,20,45.1676254272461,1,2,11,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"466",1347,32,49,51,53,50,32,44,48,44,30,1,1,3,1,3,1,2,3,4,4,26,2,2,1,2,1,2,1,1,11,12,6,3,0,1,1,21,47.5155944824219,1,2,12,1961,20,19,18,11,12,13,14,14,14,14,14,14,14,14,14,0,3
"467",1353,46,43,54,50,48,54,55,48,44,56,1,2,4,1,4,2,2,4,4,4,27,1,2,2,2,1,2,2,1,8,12,1,3,1,1,1,20,57.6623497009277,1,1,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"468",1356,56,58,60,56,62,57,37,63,50,49,2,2,3,2,4,2,2,2,2,2,18,2,2,2,2,2,2,1,2,12,12,0,3,0,1,1,32,94.9087066650391,1,2,16,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"469",1361,34,46,39,35,44,43,28,40,29,25,2,2,3,2,3,2,2,2,2,2,17,1,1,2,1,1,2,2,2,9,10,1,3,0,1,1,19,29.7085914611816,1,2,10,1964,17,16,15,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"470",1362,56,65,60,59,62,59,46,68,57,53,1,1,4,2,3,2,1,3,3,4,25,2,1,1,1,1,2,1,2,10,14,1,3,0,0,1,20,28.4726123809814,1,2,14,1962,19,18,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"471",1364,42,57,52,53,52,56,60,66,48,58,1,2,2,2,3,2,2,2,2,2,17,2,2,2,2,1,2,2,2,10,14,8,3,1,0,1,30,96.7140731811523,1,1,20,1963,18,17,16,11,12,13,14,14,15,15,16,16,16,0,0,0,3
"472",1368,56,66,60,59,46,50,58,68,50,58,1,2,4,2,3,1,2,3,2,2,21,2,2,2,1,1,1,2,2,10,12,7,3,1,1,1,32,187.970245361328,1,1,16,1961,20,19,18,10,11,12,13,14,15,16,16,16,16,16,16,16,3
"473",1373,50,49,54,53,44,47,51,40,40,51,2,2,3,2,4,2,2,2,3,2,19,1,2,1,2,1,1,2,2,7,16,2,3,1,1,1,22,105.513664245605,1,1,16,1961,20,19,18,10,11,12,13,13,13,13,13,13,13,13,13,0,3
"474",1374,52,46,54,56,59,57,40,57,40,42,1,2,4,1,4,2,2,2,2,2,21,2,1,2,1,1,2,1,1,14,16,2,3,0,1,1,24,105.513664245605,1,2,16,1963,18,17,16,10,11,12,12,13,14,14,15,15,16,16,0,0,3
"475",1378,38,45,33,53,48,44,42,43,35,39,2,2,3,2,3,2,2,3,3,3,20,2,2,2,1,1,1,1,2,11,10,5,1,0,1,1,26,12.9814720153809,1,2,NA,1961,20,19,18,10,11,12,13,13,13,13,13,13,14,14,14,0,3
"476",1380,40,40,34,41,43,44,37,49,40,37,2,1,4,2,4,1,1,3,2,3,24,1,2,1,1,1,2,2,1,6,8,9,1,0,0,1,27,14.7703819274902,1,2,9,1961,20,19,18,9,10,11,12,12,12,12,12,12,12,12,12,0,3
"477",1381,20,38,25,26,28,26,35,37,37,32,1,1,3,1,3,1,1,1,1,3,21,2,1,1,1,2,2,2,1,9,12,7,1,0,1,1,19,10.9035520553589,1,2,12,1963,18,17,16,8,9,10,11,11,11,12,12,12,12,0,0,0,3
"478",1383,32,31,28,29,33,29,37,40,38,34,1,1,4,1,4,1,1,2,2,3,25,1,2,1,1,2,2,2,1,7,12,9,1,1,0,1,23,71.8216781616211,1,1,10,1962,19,18,17,9,9,10,10,10,10,10,10,10,10,10,10,0,3
"479",1384,44,38,38,41,37,36,39,40,38,46,1,1,4,2,4,2,1,2,2,4,24,1,2,2,1,1,2,1,2,11,12,9,1,1,1,1,24,33.1399192810059,1,1,10,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"480",1385,46,47,44,47,44,36,40,44,33,39,1,1,4,1,4,1,1,3,3,4,28,2,2,2,2,1,1,2,1,8,12,4,1,0,0,1,25,68.9959411621094,1,2,10,1964,17,16,15,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"481",1387,42,31,24,44,28,25,35,40,37,42,2,1,3,1,3,1,2,2,3,3,22,2,2,2,2,1,1,2,1,8,10,11,1,1,0,1,33,6.91692352294922,1,1,NA,1961,20,19,18,10,11,11,11,11,11,11,11,11,11,11,11,0,3
"482",1388,36,38,34,26,32,25,33,37,40,30,2,3,2,2,3,3,2,2,2,3,15,2,2,2,2,1,1,2,1,8,10,11,1,0,0,0,35,6.91692352294922,1,2,NA,1963,18,17,16,9,10,11,12,12,12,12,12,12,12,12,0,0,3
"483",1389,42,42,48,47,36,32,44,52,35,44,1,1,4,2,4,1,2,3,4,4,27,1,1,2,2,1,2,1,2,9,12,3,1,0,0,1,19,9.9976634979248,1,2,12,1963,18,17,16,10,11,12,13,14,15,15,15,15,15,0,0,0,3
"484",1390,34,40,44,47,37,26,37,43,37,46,2,2,3,1,3,2,2,2,3,3,20,2,2,2,1,1,1,1,2,11,12,3,1,1,0,1,19,14.313720703125,1,1,12,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"485",1395,50,42,56,41,62,41,39,44,38,32,1,1,4,1,4,1,1,4,4,4,30,1,1,2,2,1,1,2,1,6,12,0,3,0,1,1,26,49.3039703369141,1,2,12,1963,18,17,16,11,12,13,14,15,15,16,17,18,18,0,0,0,3
"486",1396,44,43,51,44,46,43,49,49,52,51,2,2,3,2,4,2,2,3,2,3,20,2,2,2,1,1,2,1,2,12,12,1,3,1,1,1,27,69.5148696899414,1,1,10,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"487",1399,46,53,55,59,62,62,42,52,48,44,2,2,3,2,3,2,2,2,2,3,18,2,2,1,1,1,2,1,2,9,10,2,2,0,1,1,25,62.061149597168,1,2,16,1962,19,18,17,11,12,12,13,14,14,14,14,14,14,14,0,0,3
"488",1400,20,26,20,20,20,22,24,29,24,23,2,2,2,2,2,2,2,2,2,2,15,2,2,2,2,1,1,2,2,9,6,6,2,0,1,1,15,19.7981643676758,1,2,NA,1962,19,18,17,8,8,8,8,8,8,8,8,0,0,0,0,0,3
"489",1402,56,61,61,62,57,65,55,65,65,53,1,1,4,1,4,1,1,3,3,4,28,1,1,1,2,1,1,2,1,5,13,1,2,0,1,1,20,74.4452667236328,1,2,NA,1963,18,17,16,11,12,13,14,15,16,17,17,17,17,0,0,0,3
"490",1408,54,50,48,53,46,49,66,58,53,53,2,2,3,1,4,2,2,3,4,3,23,1,1,1,1,2,2,1,2,8,12,3,3,1,1,1,32,74.726806640625,1,1,16,1962,19,18,17,10,11,12,13,14,14,14,14,14,14,14,0,0,3
"491",1411,48,46,57,47,39,53,48,48,50,44,2,2,3,2,3,2,3,3,2,2,17,1,1,2,1,1,1,1,1,10,9,3,3,0,0,1,16,21.909969329834,1,2,7,1961,20,19,18,10,11,11,11,11,11,11,11,11,11,11,11,0,3
"492",1412,48,42,38,44,39,32,40,40,46,37,1,2,4,2,4,2,2,2,2,3,21,1,2,2,2,1,2,2,2,9,11,7,3,0,1,1,34,42.7089195251465,1,2,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"493",1418,48,49,46,47,43,29,46,49,44,46,2,2,3,1,4,2,1,2,1,1,18,1,2,2,1,1,2,1,1,12,9,2,2,1,0,0,16,51.5014381408691,1,1,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,0,0,0,0,3
