"","recid","ASVAB_GS","ASVAB_AR","ASVAB_WK","ASVAB_PC","ASVAB_NO","ASVAB_CS","ASVAB_AI","ASVAB_SI","ASVAB_MK","ASVAB_MC","ASVAB_EI","ASVAB_AO","sex","moth_age_birth","cross_sction","med","race","nsib","nuclear","urban","income","fed","yob","AGE_ASVAB","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"1360",3425,-173,-1009,-540,-220,12558,6475,-1320,-522,-819,-843,-234,-450,1,18,1,12,4,3,0,1,3.75475072860718,12,1983,16,10,11,11,12,12,12,12,12,12,12,0,0,0,3
"1361",3434,727,78,361,-103,20865,10312,-441,-530,715,179,584,-134,1,16,1,13,4,3,1,0,48.5195045471191,13,1980,19,11,12,12,12,12,12,12,12,12,13,13,14,14,3
"1362",3435,1003,757,1183,1057,14130,6026,-484,-924,1410,329,654,384,1,25,1,16,4,2,1,0,53.7314643859863,14,1983,16,11,12,13,13,14,15,15,15,15,15,0,0,0,3
"1363",3436,-1367,-2282,-1326,-1956,11308,1238,-1565,-916,-863,-1159,-1781,-1522,1,22,1,10,4,2,0,0,38.6202926635742,9,1982,17,9,10,10,10,10,10,10,10,10,10,10,0,0,3
"1364",3440,-2241,-2222,-1962,-1625,3382,3180,-2112,-2081,-1798,-2557,-2472,-1141,1,29,1,12,4,2,1,0,51.493724822998,13,1981,18,8,9,9,10,11,12,12,12,12,12,12,12,0,3
"1365",3441,282,496,-336,-396,16088,7756,-1257,-1127,971,-327,-226,-187,2,29,1,16,4,2,1,0,132.033126831055,16,1981,18,10,11,12,13,14,15,16,17,18,19,19,19,0,3
"1366",3445,-844,-1140,-1123,-592,23350,11380,-1078,-676,575,-787,-1631,-586,2,23,1,11,1,2,0,0,26.3476219177246,NA,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"1367",3448,690,1067,658,1126,20778,8210,164,366,1556,1106,620,-36,1,24,1,13,4,1,1,1,99.2214736938477,13,1980,19,11,12,13,13,13,13,13,13,13,13,13,13,13,3
"1368",3451,14,-543,-564,198,16449,3999,-1041,-1210,-474,-740,-766,-218,1,37,1,14,4,2,0,1,25.2892112731934,12,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"1369",3455,-274,-2168,-687,-939,11705,2875,-2239,-731,-1296,-1591,-1242,-803,2,35,1,16,4,1,1,1,80.9953384399414,20,1983,16,11,12,13,13,14,15,16,17,18,19,0,0,0,3
"1370",3457,-67,1137,150,-131,27685,11895,-761,-1033,1057,-483,-179,544,1,36,1,18,4,2,1,1,117.042198181152,18,1983,16,10,11,12,13,14,15,16,17,18,19,0,0,0,3
"1371",3458,211,1601,-571,422,29560,13593,-1132,-985,939,-2,-1382,1524,1,36,1,18,4,2,1,1,107.025291442871,18,1983,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1372",3463,-636,-445,-799,400,17664,8311,-1098,-1113,294,-796,-1980,-1408,2,28,1,12,4,2,1,1,108.351379394531,12,1982,17,10,11,12,13,14,15,16,17,17,17,17,0,0,3
"1373",3464,-902,-290,-1257,-65,21122,5416,-1499,-1223,-78,-519,-584,-725,1,28,1,12,4,2,1,1,108.351379394531,12,1982,17,10,11,12,13,14,15,15,16,16,16,16,0,0,3
"1374",3465,1025,-274,359,844,14251,5978,48,-16,211,254,-48,-1135,1,32,1,17,4,2,1,1,65.6544952392578,13,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1375",3466,326,-729,-258,-441,12066,1249,-1508,-830,-56,-2259,-348,-1968,1,35,1,17,4,2,1,1,75,13,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"1376",3468,1031,1012,298,552,19109,9197,-807,507,1627,1425,1310,1652,1,30,1,16,4,2,1,1,59.4416961669922,16,1982,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"1377",3470,1610,379,625,1066,21875,8955,-281,-379,1483,62,-225,911,2,26,1,14,4,2,1,1,77.5409164428711,13,1981,18,11,12,13,14,15,16,17,17,17,17,17,17,0,3
"1378",3473,-1133,-2869,-1258,-1795,7691,5576,-1335,-611,-1144,-1141,-723,-755,1,23,1,16,4,2,1,1,184.777877807617,12,1983,16,11,12,12,12,12,12,12,12,12,13,0,0,0,3
"1379",3474,567,202,262,-316,20649,3909,-534,-591,528,-268,-508,-1119,1,27,1,13,4,4,1,1,85.8228759765625,16,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"1380",3479,174,-106,-10,363,25260,11342,-326,-636,228,-712,-481,-867,2,21,1,12,4,2,1,0,43.5578689575195,15,1980,19,9,9,9,9,9,9,9,9,9,9,9,9,9,3
"1381",3480,-986,-1176,-1377,-1281,19185,8757,-1101,-285,114,-1504,-1393,-1528,2,22,1,12,4,2,1,0,32.1835784912109,15,1981,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"1382",3481,-125,129,111,1285,21146,11910,-933,-1088,1030,354,-502,-641,2,25,1,12,3,3,1,1,80.4589462280273,12,1981,18,11,12,12,12,12,12,13,13,13,13,13,13,0,3
"1383",3483,1420,-199,722,598,24786,8916,-937,-1012,575,79,341,599,2,28,1,16,4,1,1,1,36.5007362365723,14,1980,19,11,11,11,11,12,12,12,12,12,12,12,12,12,3
"1384",3484,-423,142,-1312,-594,19580,3302,-1685,-1595,195,-456,-1009,-758,2,18,1,12,4,2,0,1,110.614952087402,12,1983,16,10,11,12,13,14,14,14,15,15,16,0,0,0,3
"1385",3488,-304,-733,-252,-1150,13805,6054,-757,-1170,72,-1669,-1188,-1304,2,20,1,14,4,2,0,1,22.7430610656738,12,1981,18,11,12,12,12,12,12,12,12,12,12,12,13,0,3
"1386",3489,527,177,-5,484,21559,9130,-1589,-499,1257,63,47,158,2,27,1,12,1,1,0,1,7.29386377334595,NA,1983,16,11,12,13,14,14,15,15,15,15,15,0,0,0,3
"1387",3492,108,-620,-388,-971,11371,4805,-1948,-1529,391,-1132,-813,-1888,2,27,1,11,1,2,0,1,18.4010810852051,12,1981,18,10,10,10,10,10,10,10,10,10,10,11,11,0,3
"1388",3495,-992,-870,-1426,29,14992,2126,-1206,-1538,-513,-1359,-1398,-709,1,25,1,12,1,1,0,1,17.1002063751221,11,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1389",3496,-940,-80,100,-628,26214,4543,-1447,-1493,296,-372,-2083,-1325,1,22,1,14,1,1,0,1,24.3128795623779,12,1983,16,10,10,10,10,10,10,10,10,0,0,0,0,0,3
"1390",3504,-649,-480,-192,-1213,19351,2518,-1039,-1208,631,-1536,-881,-521,2,23,1,16,1,3,0,0,5.65999984741211,12,1982,17,11,12,13,13,13,13,13,13,13,13,13,0,0,3
"1391",3507,-1170,-294,-874,-303,19373,9808,-1114,-1596,-648,-1307,-1411,-679,2,16,1,12,1,3,0,1,54.8347625732422,NA,1980,19,11,12,12,12,12,13,13,13,13,13,13,13,13,3
"1392",3509,-1772,-2773,-3006,-2003,7706,1388,-2139,-2430,-1281,-1557,-2410,-1860,1,19,1,13,1,2,0,1,24.6339435577393,12,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1393",3510,-843,-1244,-536,525,20127,8311,-907,-1256,-41,-1047,-327,-1148,2,27,1,13,1,1,0,1,17.1967582702637,12,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1394",3517,-826,-674,-799,-308,11298,3644,-1196,-1776,-684,-1590,-1279,-669,2,16,1,8,1,4,0,1,19.4503040313721,12,1983,16,10,11,12,13,14,14,14,14,14,14,0,0,0,3
"1395",3527,657,679,548,905,17778,9193,-1441,-690,611,-812,-691,-406,2,24,1,13,4,2,1,0,48.2719764709473,16,1983,16,11,12,13,14,15,16,17,18,18,18,0,0,0,3
"1396",3528,-1135,-1016,-1407,-1146,13828,4147,-1623,-838,-1262,-633,-1197,-1885,1,20,1,13,4,4,0,0,44.7356986999512,10,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"1397",3532,-309,-1947,-1191,-492,15278,3691,-1078,-1293,30,-362,-751,-1638,2,34,1,12,4,2,0,0,13,NA,1982,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"1398",3535,-432,50,171,506,22052,13762,-1248,-1224,828,-723,-135,126,2,31,1,12,4,1,1,0,62.1020469665527,14,1980,19,11,12,13,14,15,16,16,16,16,16,16,16,16,3
"1399",3537,725,428,605,1351,31237,13093,-427,-855,1587,94,353,1078,2,26,1,18,1,1,1,1,80,14,1982,17,11,12,13,14,15,15,15,15,15,15,15,0,0,3
"1400",3538,971,49,361,401,13526,6675,-410,292,76,-11,215,-257,1,18,1,12,4,2,1,1,50,12,1982,17,11,12,12,13,14,15,16,16,16,16,16,0,0,3
"1401",3539,-41,-405,-544,-177,11674,7602,-787,-717,356,-40,-932,-887,1,29,1,12,4,2,1,1,62.4000015258789,8,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1402",3541,104,180,-351,-27,16648,7437,-835,-976,135,141,-169,-1478,2,34,1,12,4,1,0,0,27.2000007629395,NA,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1403",3546,-47,-365,-268,215,15558,7236,-961,-645,-198,-173,-239,-116,1,20,1,12,1,2,0,1,30.51003074646,11,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1404",3547,-464,-631,-616,-572,8686,3234,-1297,-403,-718,-633,-130,-360,1,22,1,12,1,2,0,1,30.51003074646,11,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1405",3548,646,-568,479,662,16659,3962,-1107,-1096,-256,-86,-74,-982,2,26,1,16,4,2,0,0,26.6556644439697,18,1980,19,11,12,13,14,15,16,16,16,17,17,17,17,17,3
"1406",3549,723,-24,393,-133,15783,4383,-1077,-660,406,56,-1269,-554,1,29,1,16,4,2,0,0,35.0105476379395,18,1983,16,11,12,13,14,14,14,14,14,14,14,0,0,0,3
"1407",3550,-784,839,362,503,28785,11417,-947,-904,1360,466,-48,387,2,25,1,14,4,2,1,1,59.446662902832,12,1981,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1408",3552,-819,-1087,-940,-944,18149,9656,-816,-1320,66,-802,-1231,-695,2,25,1,14,4,1,0,1,37.8693428039551,12,1983,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"1409",3553,92,-345,-254,-399,15229,8092,-563,-445,397,156,-1075,1259,2,27,1,16,4,2,1,1,93.4150009155273,16,1982,17,11,12,13,14,15,15,15,16,16,17,17,0,0,3
"1410",3563,1569,258,841,570,18891,7012,-657,-835,51,871,867,555,1,25,1,12,4,3,1,1,104.061065673828,14,1983,16,11,12,13,14,15,16,17,18,18,18,0,0,0,3
"1411",3564,-794,-382,-1142,-1140,13909,5285,-522,-551,-538,-222,-790,-2067,1,25,1,12,4,2,0,1,55.3066215515137,NA,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1412",3568,198,-438,-525,-571,18704,4582,-673,-811,446,-406,-838,-376,1,22,1,13,4,2,0,NA,111.839248657227,NA,1983,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"1413",3570,-71,-144,-1167,-1767,10797,842,-520,-487,-166,-2300,-1388,-1997,1,20,1,8,4,2,0,0,82.5,12,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"1414",3574,206,829,-33,380,16827,8948,808,171,620,574,41,388,1,27,1,16,4,1,0,1,39.8647232055664,12,1981,18,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1415",3575,-803,-1052,-918,-233,14704,6600,-1671,-935,-1250,-1534,-702,159,2,24,1,16,1,3,1,1,50.9573287963867,16,1983,16,9,10,10,11,12,13,14,14,0,0,0,0,0,3
"1416",3577,-10,1004,1033,617,23837,4085,-797,-848,1156,366,-103,531,2,33,1,13,2,4,1,1,87.3534469604492,16,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1417",3579,-442,-439,-1033,-187,18651,7898,-1681,-1509,-130,-423,-805,-748,2,29,1,14,1,2,1,1,112.082374572754,13,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"1418",3581,-757,-233,-1142,35,13073,7399,-1731,-1757,848,-410,-1116,582,2,26,1,9,2,2,1,0,12.75,9,1982,17,10,11,11,12,12,12,12,12,12,12,12,0,0,3
"1419",3582,-372,-5,-494,-19,15499,3207,-1115,-541,121,12,-1349,294,1,27,1,9,2,2,1,0,75.6314086914062,9,1983,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1420",3583,-420,-134,344,293,16860,2770,-1139,-1445,368,-702,-355,-379,2,26,1,12,1,2,0,1,51.493724822998,NA,1981,18,10,11,12,12,12,12,12,12,12,13,13,14,0,3
"1421",3584,20,231,-196,-543,18399,6492,-1561,-783,290,-71,-1285,-1153,1,36,1,16,1,1,1,NA,80.4589462280273,8,1983,16,10,11,12,13,14,15,16,17,17,17,0,0,0,3
"1422",3586,-965,-270,-981,224,15033,9657,-1343,-1382,-223,-1069,-1450,-123,2,28,1,12,1,1,0,1,40.6025085449219,12,1983,16,11,12,13,14,14,15,16,16,17,17,0,0,0,3
"1423",3587,972,1152,701,1048,14258,9937,-345,-884,1611,-71,-41,86,1,34,1,14,1,1,1,1,116.298965454102,12,1981,18,11,12,13,14,15,16,16,17,18,19,20,20,0,3
"1424",3588,23,156,-257,681,18301,9834,-1417,-731,1315,362,-1014,266,2,23,1,12,4,2,0,1,38,16,1982,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"1425",3590,-309,-1147,-642,-1112,17159,359,-1129,-1338,-754,-1002,-1610,-1551,2,28,1,12,1,1,0,1,25.8442153930664,12,1981,18,12,12,12,12,12,12,12,13,14,15,15,15,0,3
"1426",3591,-38,-1499,-647,70,21384,10215,-570,-1086,-1456,-3,-2202,-1567,1,16,1,14,1,1,0,1,97.5,13,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1427",3593,-159,-666,-321,144,19252,5991,-1288,-1088,469,-374,-1219,373,2,25,1,12,4,3,0,0,62.8321533203125,14,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1428",3594,-376,-575,-281,541,18468,3443,-1026,-1117,330,-859,-325,378,2,21,1,14,1,2,0,0,37.5475082397461,NA,1982,17,11,12,13,13,14,15,15,15,15,15,15,0,0,3
"1429",3596,-631,528,229,172,22199,9666,-684,-862,347,-24,-785,151,2,19,1,12,4,3,1,1,73.3416976928711,14,1980,19,11,11,11,11,11,11,11,11,11,11,11,11,11,3
"1430",3597,-1457,-1408,-1811,-1755,17007,973,-1658,-1533,-2419,-1561,-896,-2140,2,22,1,12,4,2,0,1,40.2294731140137,NA,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"1431",3598,-119,1122,192,743,21010,9207,-1052,-2026,1210,-22,-496,230,2,30,1,18,1,2,1,1,116.298965454102,14,1981,18,11,12,13,14,15,16,17,17,18,18,18,18,0,3
"1432",3599,-199,314,188,480,15674,4610,-486,-985,648,-328,-741,1799,1,31,1,18,1,2,1,1,77.8012161254883,14,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"1433",3601,-322,-261,-594,1144,25624,9214,-735,-1245,820,-1242,-391,-587,2,34,1,14,1,2,1,1,38.9006080627441,16,1983,16,11,12,13,14,15,16,17,18,18,19,0,0,0,3
"1434",3602,-932,-1237,-1202,-875,15405,4501,-1417,-1643,-695,-1171,-1514,-1822,1,22,1,12,2,2,1,1,59.0032234191895,11,1980,19,10,11,12,12,12,13,13,13,13,13,13,13,13,3
"1435",3603,-1066,-1906,-1134,-1628,13402,1966,-1998,-1355,-1091,-1088,-1807,-633,1,25,1,12,2,2,1,1,59.0032234191895,11,1983,16,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"1436",3604,80,-550,-819,-534,22345,8491,-1530,-1029,430,-169,-653,-185,2,36,1,12,4,1,1,1,79.7462463378906,13,1983,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"1437",3605,584,-184,5,-118,16309,8865,-841,-286,871,12,-370,-400,1,29,1,16,4,1,0,0,86.8956604003906,NA,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"1438",3606,661,430,-219,681,12984,7272,-1553,-700,531,168,-311,846,1,30,1,17,4,4,1,1,264.413818359375,19,1983,16,11,12,13,14,15,16,16,16,16,17,0,0,0,3
"1439",3607,236,-464,-2,137,8376,9659,-661,-755,491,-338,-309,1016,2,27,1,12,4,1,1,1,109.960556030273,16,1980,19,10,11,12,12,12,12,0,0,0,0,0,0,0,3
"1440",3608,409,-522,-281,298,17727,4261,-950,-959,-959,-535,-709,362,2,27,1,17,4,4,0,1,77.5326461791992,12,1981,18,11,11,11,11,11,11,11,11,11,11,11,11,0,3
"1441",3609,-712,-794,-1612,-1117,13722,4248,-1398,-500,-1027,-863,-1013,-818,1,29,1,17,4,4,0,1,20.9193248748779,8,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1442",3611,317,-45,48,634,22608,7491,-999,-1228,275,-581,-663,-365,2,26,1,16,4,3,1,1,82.3363189697266,14,1981,18,10,11,12,13,14,14,14,14,14,14,14,14,0,3
"1443",3615,149,1,526,1213,17240,8964,-1275,-1086,204,-270,-1071,182,2,25,1,14,4,3,1,1,13.5,16,1982,17,11,12,12,13,13,13,13,13,13,13,13,0,0,3
"1444",3623,-377,-1908,-266,-1588,11236,-7797,-1417,-520,-157,-1129,-674,-1493,1,22,1,14,1,1,1,0,18.773754119873,15,1983,16,11,11,12,12,13,13,13,13,13,14,0,0,0,3
"1445",3624,205,-403,1183,719,17384,12834,-1022,-1251,904,-980,-309,-200,2,23,1,15,1,2,1,0,38.6202926635742,14,1981,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1446",3627,1026,-207,1081,557,24107,8417,-910,-579,1306,-663,-506,-1940,2,19,1,14,1,2,0,1,46.519588470459,12,1981,18,11,12,13,14,15,16,16,16,17,17,17,17,0,3
"1447",3628,612,233,424,-188,23118,3396,-1304,-1370,1286,88,-576,-133,2,21,1,14,1,2,0,0,30.4671192169189,12,1983,16,11,12,13,14,15,16,17,18,18,18,0,0,0,3
"1448",3632,-89,6,-508,327,17768,3511,-625,-1298,860,-102,-668,957,1,29,1,14,1,2,1,1,139.462173461914,14,1982,17,11,12,13,14,14,14,14,14,14,14,14,0,0,3
"1449",3633,-1091,-2766,-2093,-1628,12863,8205,-2098,-2121,-931,-1591,-1733,-2256,2,22,1,12,1,2,0,1,35.8310508728027,12,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1450",3634,-270,171,-98,-21,17977,8411,-617,-690,1124,-60,-581,1374,2,33,1,15,1,1,0,1,60.2905693054199,NA,1983,16,11,12,13,14,15,15,15,15,15,0,0,0,0,3
"1451",3639,-1527,-893,-1158,-833,19044,5410,-1877,-1559,-142,-869,-607,-1859,2,25,1,12,1,1,0,1,55.9196243286133,12,1983,16,10,11,11,11,12,12,13,13,13,14,0,0,0,3
"1452",3642,248,-35,-137,505,18472,9476,-374,-984,741,144,-361,636,1,31,1,15,4,2,1,1,77.2405853271484,12,1981,18,11,12,13,13,13,13,14,14,14,14,14,14,0,3
"1453",3644,-46,1063,-19,687,18056,7904,-744,-1190,784,-201,-675,-140,2,22,1,16,2,1,0,1,95.0019989013672,14,1982,17,11,12,12,12,12,13,14,14,14,14,14,0,0,3
"1454",3646,7,-776,365,215,22721,10776,-102,-484,954,-596,-638,-687,1,34,1,18,1,1,1,1,98.6963043212891,16,1981,18,10,11,12,13,14,14,15,15,16,16,16,16,0,3
"1455",3648,-460,-459,184,-48,23693,9913,-825,-1052,377,-982,-994,642,2,24,1,13,2,2,0,1,20.6753730773926,12,1981,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1456",3660,-719,318,-338,-583,27493,11201,-1022,-944,868,-310,-398,-1176,1,28,1,14,4,2,1,1,152.5,14,1982,17,11,12,13,14,14,15,15,15,15,15,15,0,0,3
"1457",3663,77,1064,747,647,19265,9973,-347,-616,1498,49,-568,696,1,26,1,16,1,2,1,1,87.68017578125,16,1980,19,11,12,12,13,14,15,15,15,15,15,15,15,15,3
"1458",3664,-606,-385,-123,-574,14561,7686,-1050,-513,-469,305,-349,-1497,1,28,1,16,4,3,1,1,92.1523056030273,16,1980,19,9,10,11,12,13,13,13,13,13,13,13,13,13,3
"1459",3665,-742,-1810,-1674,-870,6623,3600,-1662,-1792,-886,-1403,-2126,-1130,1,30,1,16,4,3,1,1,92.1523056030273,16,1983,16,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"1460",3666,-458,88,-363,-79,17347,10225,-1223,559,250,981,-413,735,1,20,1,15,2,2,0,1,46.1297950744629,NA,1980,19,10,11,11,11,11,11,11,11,11,12,12,13,13,3
"1461",3682,441,300,-1365,-530,17921,8529,-1734,-1959,1178,-760,-1368,-259,2,22,1,18,2,2,0,1,47.3078575134277,18,1982,17,12,13,14,15,16,17,17,17,17,17,17,0,0,3
"1462",3687,-445,-373,-1101,-338,13678,7252,-505,-658,274,-1138,-1038,-1258,1,29,1,16,2,4,0,1,32.0468254089355,14,1981,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"1463",3688,-1551,-2939,-2468,-1636,8522,4451,-2016,-2592,-2183,-1782,-2488,-1923,2,31,1,16,2,4,0,1,13.2320232391357,14,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"1464",3689,-605,-614,487,326,16235,4545,-1301,-2102,8,-414,-901,-2023,2,29,1,10,2,1,1,1,5.16884326934814,13,1982,17,11,12,13,13,14,14,14,14,15,15,16,0,0,3
"1465",3691,-860,-2059,-2306,-1608,15171,6076,-2450,-1790,-1120,-1544,-1825,-2129,2,30,1,7,1,3,0,1,42.2555084228516,NA,1983,16,10,11,12,13,13,13,13,13,14,15,0,0,0,3
"1466",3703,-1046,-2614,-1594,-1457,12646,8406,-2170,-1782,-753,-1545,-2034,-2293,2,33,1,12,2,1,0,1,27.6223640441895,12,1983,16,11,12,13,14,15,15,15,15,15,15,0,0,0,3
"1467",3704,-1613,-93,-1062,-390,11775,7871,-1453,-1506,-250,56,-1410,573,2,24,1,16,2,1,0,1,7.23638010025024,16,1981,18,11,11,11,11,12,12,13,13,13,14,14,14,0,3
"1468",3707,-1538,-2812,-1180,-2031,5356,993,-2278,-1513,-1737,-1687,-2147,-1950,1,17,1,11,1,1,0,0,23.8592948913574,NA,1980,19,9,9,9,9,9,9,9,9,9,9,9,9,9,3
"1469",3710,-869,-764,-645,-979,16801,4959,-1409,-1590,-199,-1420,-1831,-1476,2,27,1,12,1,3,1,1,28.1185054779053,12,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1470",3716,-1379,-1573,-1842,-2128,12173,-2546,-1701,-1567,-1577,-2036,-2507,-1589,2,24,1,12,1,3,1,1,38.8348503112793,12,1980,19,9,9,9,9,9,9,9,9,9,9,9,9,9,3
"1471",3717,-1760,-2314,-2553,-2149,8013,2701,-2322,-1841,-1730,-1597,-1782,-1416,2,25,1,12,1,3,1,1,301.530670166016,12,1981,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"1472",3718,-1415,-1255,-2258,-1525,6842,987,-1638,-1967,-1958,-1842,-1629,-1623,2,26,1,12,1,3,1,1,6.49603796005249,12,1982,17,8,8,8,8,8,8,8,8,8,8,8,0,0,3
"1473",3719,-422,-946,-1452,-1160,10746,3483,-220,-328,-600,-28,-175,-1175,1,17,1,12,2,2,0,1,13.1952667236328,10,1980,19,9,10,10,10,10,10,10,10,10,10,10,10,10,3
"1474",3722,-705,-911,-624,-608,11879,5127,-1409,-1839,-518,-1244,-223,-2134,2,17,1,12,4,1,0,1,77.5,9,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1475",3725,952,1036,-2,755,22211,7351,-344,268,1386,363,627,58,1,29,1,14,4,2,1,1,60.7919235229492,13,1983,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1476",3729,-1392,-2371,-1452,-800,18224,4106,-1280,-1877,-795,-1939,-1360,-2042,2,25,1,16,4,3,0,1,10.9896192550659,11,1980,19,8,8,8,8,8,8,8,8,8,8,8,8,8,3
"1477",3731,1283,707,932,964,31536,11138,42,-245,1668,12,-66,1255,1,29,1,14,4,1,0,1,52.1749420166016,16,1981,18,11,12,12,13,14,14,15,15,15,15,15,16,0,3
"1478",3732,-1770,-565,-1856,-1246,16784,4287,-1874,-1382,-594,-904,-2259,-379,1,21,1,13,1,3,0,1,48.7044792175293,12,1981,18,10,11,11,11,11,11,11,11,11,11,11,11,0,3
"1479",3734,-1393,-1398,-1776,-2013,12340,4306,-1963,-1403,-1541,-1528,-1465,-1459,1,23,1,12,1,2,1,1,77.2556076049805,12,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1480",3735,112,-151,-239,-415,20142,5898,-460,-1088,916,-235,-97,1227,2,30,1,12,4,1,1,1,54.0963020324707,12,1981,18,11,12,13,13,13,13,13,13,13,13,13,13,0,3
"1481",3736,-37,409,204,471,24638,11663,-1146,-811,1132,293,-809,712,2,26,1,12,4,3,1,1,59.0032234191895,16,1981,18,11,12,13,14,15,16,17,17,17,18,19,19,0,3
"1482",3737,-1198,-1650,-1145,-1845,11376,710,-1138,-1606,-605,-386,-2388,-904,1,26,1,12,1,2,1,1,50.4531211853027,12,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1483",3739,-524,149,-188,345,18405,4617,-752,-1516,1032,-3,-1121,657,2,33,1,12,1,2,1,1,53.6500244140625,12,1981,18,10,11,12,13,13,13,13,13,13,13,13,14,0,3
"1484",3746,340,-106,-221,129,14146,7350,634,-582,-31,506,900,-1877,1,31,1,12,1,1,0,1,35.1481056213379,10,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1485",3747,-1121,-2759,-2022,-1675,9010,4972,-922,-1766,-1131,-1973,-2052,-1479,2,27,1,12,1,3,1,1,46.1834335327148,12,1982,17,10,11,12,12,12,12,12,12,13,14,14,0,0,3
"1486",3748,-496,-327,-855,261,15142,5372,-1287,-1241,631,-947,-644,-1474,2,27,1,12,2,2,0,1,24.6740760803223,11,1980,19,10,11,12,12,12,13,13,13,13,13,13,13,13,3
"1487",3749,-1402,-1580,-740,-1661,12557,4344,-781,-1289,-1018,-2122,-1578,-2103,1,18,1,11,1,1,0,1,39.7595062255859,11,1983,16,10,10,10,10,10,10,11,12,13,13,0,0,0,3
"1488",3750,-1488,-2883,-1360,-2308,3100,-632,-592,-1254,-2053,-587,-2054,-1268,1,20,1,14,1,4,0,1,35.4019355773926,12,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1489",3754,-581,-804,-171,969,19502,3917,-1447,-1122,486,-994,-493,-802,2,34,1,11,1,1,1,1,28,12,1982,17,11,12,13,14,15,15,15,15,15,15,15,0,0,3
"1490",3755,-900,-381,-1681,-440,17854,5046,-1526,-1466,-945,-842,-1246,-1111,1,20,1,10,1,2,0,1,19.9953880310059,NA,1980,19,9,9,9,9,9,9,9,9,9,9,9,9,9,3
"1491",3756,-1624,-1851,-2017,-1542,9112,3768,-2184,-2061,-1692,-2353,-1931,-1781,2,23,1,10,1,2,0,1,25.1522045135498,NA,1983,16,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"1492",3759,-606,-753,-711,-1364,19913,7406,-1587,-1334,-552,-712,-933,-1748,1,19,1,12,1,4,0,1,10.8279733657837,12,1981,18,10,11,11,11,11,11,11,11,11,11,11,11,0,3
